Chave : 119736, PRR: 0
Chave : 165008, PRR: 3851897
Chave : 254273, PRR: 3852005
Chave : 394914, PRR: 3852133
Chave : 221078, PRR: 3852237
Chave : 198564, PRR: 3852383
Chave : 644389, PRR: 3852496
Chave : 776396, PRR: 3852612
Chave : 356357, PRR: 3852741
Chave : 549208, PRR: 3852846
Chave : 242822, PRR: 3852952
Chave : 628099, PRR: 3853056
Chave : 730131, PRR: 3853162
Chave : 786745, PRR: 3853264
Chave : 572654, PRR: 3853371
Chave : 500430, PRR: 3853479
Chave : 618113, PRR: 3853597
Chave : 967937, PRR: 3853711
Chave : 641772, PRR: 3853820
Chave : 967710, PRR: 3853929
Chave : 708586, PRR: 3854037
Chave : 846135, PRR: 3854156
Chave : 308942, PRR: 3854275
Chave : 448898, PRR: 3854377
Chave : 353841, PRR: 3854489
Chave : 185694, PRR: 3854604
Chave : 906964, PRR: 3854719
Chave : 528625, PRR: 3854831
Chave : 639409, PRR: 3854947
Chave : 914310, PRR: 3855058
Chave : 556947, PRR: 3855188
Chave : 977725, PRR: 3855318
Chave : 396799, PRR: 3855448
Chave : 448599, PRR: 3855566
Chave : 866049, PRR: 3855678
Chave : 953371, PRR: 3855785
Chave : 389061, PRR: 3855912
Chave : 644890, PRR: 3856021
Chave : 607059, PRR: 3856130
Chave : 776103, PRR: 3856239
Chave : 749469, PRR: 3856338
Chave : 600177, PRR: 3856443
Chave : 403324, PRR: 3856553
Chave : 514145, PRR: 3856683
Chave : 272156, PRR: 3856792
Chave : 153370, PRR: 3856891
Chave : 513130, PRR: 3856996
Chave : 365410, PRR: 3857093
Chave : 205752, PRR: 3857188
Chave : 466909, PRR: 3857289
Chave : 515407, PRR: 3857389
Chave : 519381, PRR: 3857488
Chave : 879614, PRR: 3857589
Chave : 662545, PRR: 3857692
Chave : 324469, PRR: 3857793
Chave : 933746, PRR: 3857893
Chave : 128618, PRR: 3857995
Chave : 798672, PRR: 3858097
Chave : 825648, PRR: 3858208
Chave : 307832, PRR: 3858314
Chave : 545058, PRR: 3858421
Chave : 457899, PRR: 3858533
Chave : 237930, PRR: 3858644
Chave : 341952, PRR: 3858749
Chave : 203485, PRR: 3858857
Chave : 927510, PRR: 3858965
Chave : 310334, PRR: 3859070
Chave : 421337, PRR: 3859172
Chave : 891301, PRR: 3859273
Chave : 782454, PRR: 3859378
Chave : 459118, PRR: 3859481
Chave : 710096, PRR: 3859586
Chave : 353673, PRR: 3859692
Chave : 403419, PRR: 3859794
Chave : 477247, PRR: 3859899
Chave : 720239, PRR: 3860004
Chave : 351031, PRR: 3860108
Chave : 409361, PRR: 3860209
Chave : 166732, PRR: 3860317
Chave : 611071, PRR: 3860415
Chave : 654745, PRR: 3860514
Chave : 781224, PRR: 3860619
Chave : 668866, PRR: 3860727
Chave : 484906, PRR: 3860835
Chave : 848330, PRR: 3860936
Chave : 840272, PRR: 3861034
Chave : 407199, PRR: 3861132
Chave : 787273, PRR: 3861233
Chave : 658295, PRR: 3861334
Chave : 375486, PRR: 3861436
Chave : 209673, PRR: 3861534
Chave : 300331, PRR: 3861651
Chave : 625732, PRR: 3861757
Chave : 172952, PRR: 3861868
Chave : 761112, PRR: 3861981
Chave : 560100, PRR: 3862093
Chave : 685547, PRR: 3862201
Chave : 353199, PRR: 3862309
Chave : 707270, PRR: 3862422
Chave : 895436, PRR: 3862533
Chave : 420615, PRR: 3862640
Chave : 642041, PRR: 3862747
Chave : 489396, PRR: 3862873
Chave : 367757, PRR: 3862984
Chave : 109200, PRR: 3863097
Chave : 908309, PRR: 3863223
Chave : 633128, PRR: 3863335
Chave : 646923, PRR: 3863445
Chave : 583381, PRR: 3863553
Chave : 612280, PRR: 3863654
Chave : 321485, PRR: 3863757
Chave : 229585, PRR: 3863860
Chave : 371118, PRR: 3863963
Chave : 213459, PRR: 3864066
Chave : 697111, PRR: 3864169
Chave : 383734, PRR: 3864272
Chave : 610985, PRR: 3864375
Chave : 128882, PRR: 3864478
Chave : 956526, PRR: 3864581
Chave : 938766, PRR: 3864684
Chave : 773186, PRR: 3864787
Chave : 316989, PRR: 3864890
Chave : 240731, PRR: 3864993
Chave : 688499, PRR: 3865096
Chave : 441580, PRR: 3865199
Chave : 701234, PRR: 3865302
Chave : 870494, PRR: 3865405
Chave : 804716, PRR: 3865508
Chave : 531277, PRR: 3865611
Chave : 965663, PRR: 3865711
Chave : 256419, PRR: 3865811
Chave : 278824, PRR: 3865915
Chave : 580223, PRR: 3866019
Chave : 325636, PRR: 3866122
Chave : 853508, PRR: 3866226
Chave : 590202, PRR: 3866330
Chave : 536501, PRR: 3866434
Chave : 616625, PRR: 3866541
Chave : 259265, PRR: 3866645
Chave : 393519, PRR: 3866746
Chave : 396003, PRR: 3866849
Chave : 353595, PRR: 3866956
Chave : 954499, PRR: 3867062
Chave : 206078, PRR: 3867165
Chave : 661854, PRR: 3867268
Chave : 579745, PRR: 3867380
Chave : 470285, PRR: 3867483
Chave : 530126, PRR: 3867592
Chave : 863203, PRR: 3867702
Chave : 876223, PRR: 3867840
Chave : 240313, PRR: 3867946
Chave : 833629, PRR: 3868081
Chave : 544420, PRR: 3868200
Chave : 772695, PRR: 3868311
Chave : 744835, PRR: 3868424
Chave : 632565, PRR: 3868546
Chave : 874226, PRR: 3868684
Chave : 162966, PRR: 3868805
Chave : 341357, PRR: 3868922
Chave : 964913, PRR: 3869029
Chave : 638460, PRR: 3869133
Chave : 893320, PRR: 3869240
Chave : 424006, PRR: 3869353
Chave : 121943, PRR: 3869460
Chave : 335891, PRR: 3869569
Chave : 352842, PRR: 3869679
Chave : 374540, PRR: 3869787
Chave : 588620, PRR: 3869899
Chave : 325710, PRR: 3870000
Chave : 672665, PRR: 3870124
Chave : 792809, PRR: 3870233
Chave : 269442, PRR: 3870363
Chave : 410370, PRR: 3870506
Chave : 184635, PRR: 3870638
Chave : 626779, PRR: 3870745
Chave : 206217, PRR: 3870861
Chave : 287181, PRR: 3870976
Chave : 872022, PRR: 3871122
Chave : 755142, PRR: 3871247
Chave : 196773, PRR: 3871371
Chave : 801241, PRR: 3871480
Chave : 670094, PRR: 3871595
Chave : 839674, PRR: 3871701
Chave : 278916, PRR: 3871805
Chave : 762514, PRR: 3871906
Chave : 301677, PRR: 3872018
Chave : 512676, PRR: 3872131
Chave : 840193, PRR: 3872242
Chave : 868854, PRR: 3872353
Chave : 702423, PRR: 3872478
Chave : 179149, PRR: 3872589
Chave : 171021, PRR: 3872699
Chave : 357909, PRR: 3872815
Chave : 267222, PRR: 3872920
Chave : 986388, PRR: 3873028
Chave : 359497, PRR: 3873154
Chave : 942801, PRR: 3873262
Chave : 396900, PRR: 3873373
Chave : 323033, PRR: 3873488
Chave : 141516, PRR: 3873602
Chave : 532314, PRR: 3873718
Chave : 173126, PRR: 3873837
Chave : 783594, PRR: 3873944
Chave : 210609, PRR: 3874070
Chave : 775942, PRR: 3874174
Chave : 930520, PRR: 3874286
Chave : 874969, PRR: 3874405
Chave : 265927, PRR: 3874531
Chave : 187218, PRR: 3874646
Chave : 584213, PRR: 3874759
Chave : 943072, PRR: 3874874
Chave : 392573, PRR: 3874982
Chave : 795828, PRR: 3875090
Chave : 987753, PRR: 3875197
Chave : 141808, PRR: 3875299
Chave : 953432, PRR: 3875402
Chave : 243814, PRR: 3875506
Chave : 287497, PRR: 3875613
Chave : 414132, PRR: 3875722
Chave : 457359, PRR: 3875830
Chave : 757421, PRR: 3875944
Chave : 706069, PRR: 3876058
Chave : 876789, PRR: 3876176
Chave : 399981, PRR: 3876295
Chave : 480722, PRR: 3876400
Chave : 255640, PRR: 3876505
Chave : 532135, PRR: 3876611
Chave : 437386, PRR: 3876724
Chave : 487708, PRR: 3876828
Chave : 886509, PRR: 3876932
Chave : 343143, PRR: 3877053
Chave : 659664, PRR: 3877161
Chave : 976711, PRR: 3877294
Chave : 496431, PRR: 3877420
Chave : 544693, PRR: 3877528
Chave : 568396, PRR: 3877639
Chave : 790779, PRR: 3877741
Chave : 918009, PRR: 3877852
Chave : 563699, PRR: 3877960
Chave : 850150, PRR: 3878072
Chave : 573837, PRR: 3878186
Chave : 667479, PRR: 3878297
Chave : 100203, PRR: 3878427
Chave : 940886, PRR: 3878535
Chave : 822361, PRR: 3878666
Chave : 727424, PRR: 3878781
Chave : 835742, PRR: 3878898
Chave : 318437, PRR: 3879007
Chave : 493574, PRR: 3879117
Chave : 173876, PRR: 3879232
Chave : 474634, PRR: 3879349
Chave : 742901, PRR: 3879452
Chave : 725215, PRR: 3879561
Chave : 327266, PRR: 3879689
Chave : 691340, PRR: 3879790
Chave : 807089, PRR: 3879909
Chave : 582339, PRR: 3880018
Chave : 881530, PRR: 3880128
Chave : 175682, PRR: 3880235
Chave : 438538, PRR: 3880358
Chave : 351705, PRR: 3880494
Chave : 889190, PRR: 3880616
Chave : 108666, PRR: 3880735
Chave : 881349, PRR: 3880858
Chave : 196345, PRR: 3880984
Chave : 864615, PRR: 3881095
Chave : 535101, PRR: 3881221
Chave : 364612, PRR: 3881330
Chave : 131280, PRR: 3881433
Chave : 642993, PRR: 3881557
Chave : 130879, PRR: 3881676
Chave : 222225, PRR: 3881792
Chave : 545321, PRR: 3881900
Chave : 120792, PRR: 3882005
Chave : 391142, PRR: 3882110
Chave : 868866, PRR: 3882215
Chave : 343045, PRR: 3882327
Chave : 491572, PRR: 3882438
Chave : 669187, PRR: 3882550
Chave : 206885, PRR: 3882662
Chave : 680123, PRR: 3882774
Chave : 700042, PRR: 3882895
Chave : 629336, PRR: 3883017
Chave : 738581, PRR: 3883122
Chave : 613088, PRR: 3883228
Chave : 276715, PRR: 3883336
Chave : 925364, PRR: 3883441
Chave : 598008, PRR: 3883549
Chave : 268076, PRR: 3883653
Chave : 493004, PRR: 3883776
Chave : 701526, PRR: 3883887
Chave : 353575, PRR: 3883994
Chave : 434183, PRR: 3884104
Chave : 209717, PRR: 3884214
Chave : 515237, PRR: 3884324
Chave : 759202, PRR: 3884428
Chave : 307315, PRR: 3884535
Chave : 803352, PRR: 3884638
Chave : 614718, PRR: 3884741
Chave : 505784, PRR: 3884844
Chave : 258144, PRR: 3884949
Chave : 204056, PRR: 3885051
Chave : 246367, PRR: 3885156
Chave : 848128, PRR: 3885264
Chave : 651288, PRR: 3885366
Chave : 173991, PRR: 3885471
Chave : 439289, PRR: 3885576
Chave : 892851, PRR: 3885679
Chave : 776849, PRR: 3885784
Chave : 896133, PRR: 3885887
Chave : 579363, PRR: 3885990
Chave : 167629, PRR: 3886095
Chave : 150383, PRR: 3886200
Chave : 460256, PRR: 3886307
Chave : 407001, PRR: 3886405
Chave : 885048, PRR: 3886542
Chave : 971153, PRR: 3886676
Chave : 645438, PRR: 3886785
Chave : 762500, PRR: 3886921
Chave : 982027, PRR: 3887048
Chave : 423242, PRR: 3887153
Chave : 619383, PRR: 3887264
Chave : 713071, PRR: 3887384
Chave : 403428, PRR: 3887496
Chave : 285339, PRR: 3887607
Chave : 396311, PRR: 3887722
Chave : 421886, PRR: 3887833
Chave : 180925, PRR: 3887941
Chave : 285485, PRR: 3888045
Chave : 288189, PRR: 3888155
Chave : 273904, PRR: 3888266
Chave : 214173, PRR: 3888371
Chave : 508386, PRR: 3888476
Chave : 684518, PRR: 3888582
Chave : 977604, PRR: 3888722
Chave : 215979, PRR: 3888839
Chave : 759233, PRR: 3888950
Chave : 226557, PRR: 3889061
Chave : 419264, PRR: 3889173
Chave : 838489, PRR: 3889278
Chave : 520230, PRR: 3889377
Chave : 528379, PRR: 3889492
Chave : 312683, PRR: 3889607
Chave : 647193, PRR: 3889706
Chave : 735897, PRR: 3889823
Chave : 974836, PRR: 3889934
Chave : 432265, PRR: 3890047
Chave : 139185, PRR: 3890162
Chave : 424998, PRR: 3890275
Chave : 618930, PRR: 3890383
Chave : 401113, PRR: 3890494
Chave : 453631, PRR: 3890599
Chave : 535177, PRR: 3890705
Chave : 211126, PRR: 3890810
Chave : 406163, PRR: 3890915
Chave : 111190, PRR: 3891024
Chave : 490822, PRR: 3891145
Chave : 572327, PRR: 3891255
Chave : 146131, PRR: 3891368
Chave : 677320, PRR: 3891469
Chave : 223994, PRR: 3891572
Chave : 472322, PRR: 3891676
Chave : 928649, PRR: 3891779
Chave : 144256, PRR: 3891883
Chave : 255461, PRR: 3891988
Chave : 573358, PRR: 3892091
Chave : 306841, PRR: 3892195
Chave : 679136, PRR: 3892298
Chave : 816856, PRR: 3892395
Chave : 791005, PRR: 3892499
Chave : 968125, PRR: 3892600
Chave : 354617, PRR: 3892699
Chave : 115155, PRR: 3892800
Chave : 524914, PRR: 3892901
Chave : 624024, PRR: 3893001
Chave : 243150, PRR: 3893101
Chave : 978887, PRR: 3893205
Chave : 404266, PRR: 3893305
Chave : 208788, PRR: 3893405
Chave : 770325, PRR: 3893505
Chave : 758121, PRR: 3893611
Chave : 915873, PRR: 3893711
Chave : 682866, PRR: 3893807
Chave : 467846, PRR: 3893910
Chave : 905069, PRR: 3894013
Chave : 347912, PRR: 3894116
Chave : 990339, PRR: 3894221
Chave : 345596, PRR: 3894327
Chave : 503271, PRR: 3894429
Chave : 357908, PRR: 3894530
Chave : 987998, PRR: 3894638
Chave : 488343, PRR: 3894748
Chave : 814156, PRR: 3894856
Chave : 463662, PRR: 3894970
Chave : 201322, PRR: 3895075
Chave : 885371, PRR: 3895180
Chave : 291420, PRR: 3895285
Chave : 508072, PRR: 3895389
Chave : 681528, PRR: 3895495
Chave : 767029, PRR: 3895602
Chave : 582822, PRR: 3895698
Chave : 305349, PRR: 3895806
Chave : 396789, PRR: 3895908
Chave : 462739, PRR: 3896006
Chave : 125406, PRR: 3896113
Chave : 308822, PRR: 3896218
Chave : 812478, PRR: 3896326
Chave : 309387, PRR: 3896433
Chave : 263156, PRR: 3896543
Chave : 625782, PRR: 3896657
Chave : 179227, PRR: 3896761
Chave : 954283, PRR: 3896871
Chave : 577551, PRR: 3896986
Chave : 299788, PRR: 3897101
Chave : 845818, PRR: 3897203
Chave : 986902, PRR: 3897309
Chave : 296163, PRR: 3897418
Chave : 365901, PRR: 3897515
Chave : 163015, PRR: 3897624
Chave : 220503, PRR: 3897744
Chave : 245278, PRR: 3897864
Chave : 609376, PRR: 3897964
Chave : 598440, PRR: 3898068
Chave : 532162, PRR: 3898172
Chave : 252828, PRR: 3898272
Chave : 101330, PRR: 3898376
Chave : 455812, PRR: 3898475
Chave : 600819, PRR: 3898580
Chave : 985489, PRR: 3898691
Chave : 563838, PRR: 3898801
Chave : 175658, PRR: 3898906
Chave : 870907, PRR: 3899008
Chave : 976414, PRR: 3899116
Chave : 279667, PRR: 3899218
Chave : 380203, PRR: 3899323
Chave : 373991, PRR: 3899419
Chave : 993952, PRR: 3899514
Chave : 518276, PRR: 3899619
Chave : 587383, PRR: 3899726
Chave : 945260, PRR: 3899828
Chave : 546516, PRR: 3899928
Chave : 309523, PRR: 3900031
Chave : 301360, PRR: 3900153
Chave : 206317, PRR: 3900266
Chave : 856551, PRR: 3900378
Chave : 510427, PRR: 3900486
Chave : 635109, PRR: 3900617
Chave : 228992, PRR: 3900729
Chave : 968293, PRR: 3900861
Chave : 801159, PRR: 3900967
Chave : 755853, PRR: 3901099
Chave : 226317, PRR: 3901217
Chave : 345859, PRR: 3901342
Chave : 428058, PRR: 3901456
Chave : 989765, PRR: 3901573
Chave : 360010, PRR: 3901685
Chave : 124433, PRR: 3901785
Chave : 829927, PRR: 3901894
Chave : 114883, PRR: 3901995
Chave : 284952, PRR: 3902097
Chave : 301951, PRR: 3902208
Chave : 283592, PRR: 3902320
Chave : 686693, PRR: 3902447
Chave : 704944, PRR: 3902571
Chave : 206157, PRR: 3902672
Chave : 222278, PRR: 3902778
Chave : 779854, PRR: 3902882
Chave : 314538, PRR: 3902985
Chave : 392195, PRR: 3903090
Chave : 100735, PRR: 3903190
Chave : 749925, PRR: 3903301
Chave : 611244, PRR: 3903407
Chave : 424319, PRR: 3903508
Chave : 320980, PRR: 3903617
Chave : 608174, PRR: 3903729
Chave : 819646, PRR: 3903832
Chave : 256741, PRR: 3903934
Chave : 579016, PRR: 3904048
Chave : 171384, PRR: 3904162
Chave : 503718, PRR: 3904267
Chave : 584009, PRR: 3904400
Chave : 634986, PRR: 3904503
Chave : 539231, PRR: 3904606
Chave : 975719, PRR: 3904714
Chave : 416737, PRR: 3904823
Chave : 477532, PRR: 3904929
Chave : 193945, PRR: 3905032
Chave : 194934, PRR: 3905135
Chave : 333799, PRR: 3905232
Chave : 739418, PRR: 3905341
Chave : 399211, PRR: 3905450
Chave : 750286, PRR: 3905553
Chave : 346196, PRR: 3905666
Chave : 728820, PRR: 3905800
Chave : 259747, PRR: 3905934
Chave : 529592, PRR: 3906073
Chave : 595578, PRR: 3906197
Chave : 729534, PRR: 3906306
Chave : 688225, PRR: 3906419
Chave : 179947, PRR: 3906519
Chave : 246787, PRR: 3906628
Chave : 463448, PRR: 3906737
Chave : 164875, PRR: 3906834
Chave : 118928, PRR: 3906931
Chave : 525603, PRR: 3907028
Chave : 399383, PRR: 3907125
Chave : 386065, PRR: 3907222
Chave : 707703, PRR: 3907325
Chave : 549400, PRR: 3907428
Chave : 430932, PRR: 3907531
Chave : 330912, PRR: 3907634
Chave : 647267, PRR: 3907731
Chave : 589264, PRR: 3907841
Chave : 958985, PRR: 3907945
Chave : 799703, PRR: 3908066
Chave : 889039, PRR: 3908190
Chave : 853673, PRR: 3908311
Chave : 189100, PRR: 3908417
Chave : 780197, PRR: 3908532
Chave : 875381, PRR: 3908646
Chave : 336004, PRR: 3908761
Chave : 570205, PRR: 3908876
Chave : 418418, PRR: 3908981
Chave : 767363, PRR: 3909092
Chave : 935391, PRR: 3909209
Chave : 795696, PRR: 3909353
Chave : 867668, PRR: 3909488
Chave : 271174, PRR: 3909624
Chave : 626876, PRR: 3909734
Chave : 663830, PRR: 3909838
Chave : 790361, PRR: 3909943
Chave : 768272, PRR: 3910048
Chave : 176719, PRR: 3910150
Chave : 742630, PRR: 3910261
Chave : 687989, PRR: 3910366
Chave : 642271, PRR: 3910471
Chave : 821504, PRR: 3910579
Chave : 369984, PRR: 3910724
Chave : 225672, PRR: 3910833
Chave : 453505, PRR: 3910947
Chave : 576326, PRR: 3911056
Chave : 115612, PRR: 3911162
Chave : 444871, PRR: 3911269
Chave : 373745, PRR: 3911384
Chave : 730980, PRR: 3911511
Chave : 215509, PRR: 3911626
Chave : 208273, PRR: 3911761
Chave : 903354, PRR: 3911884
Chave : 660328, PRR: 3911987
Chave : 308978, PRR: 3912087
Chave : 728996, PRR: 3912196
Chave : 613384, PRR: 3912304
Chave : 898220, PRR: 3912428
Chave : 200313, PRR: 3912551
Chave : 808532, PRR: 3912655
Chave : 795302, PRR: 3912763
Chave : 296502, PRR: 3912908
Chave : 739738, PRR: 3913024
Chave : 939497, PRR: 3913128
Chave : 495268, PRR: 3913232
Chave : 819620, PRR: 3913342
Chave : 283668, PRR: 3913449
Chave : 682537, PRR: 3913559
Chave : 524408, PRR: 3913668
Chave : 136803, PRR: 3913801
Chave : 826474, PRR: 3913902
Chave : 793470, PRR: 3914010
Chave : 888492, PRR: 3914112
Chave : 457086, PRR: 3914215
Chave : 867308, PRR: 3914317
Chave : 114535, PRR: 3914422
Chave : 401738, PRR: 3914524
Chave : 864996, PRR: 3914620
Chave : 476517, PRR: 3914729
Chave : 533161, PRR: 3914852
Chave : 735206, PRR: 3914949
Chave : 227390, PRR: 3915049
Chave : 372194, PRR: 3915158
Chave : 274947, PRR: 3915264
Chave : 946071, PRR: 3915362
Chave : 623411, PRR: 3915479
Chave : 419822, PRR: 3915610
Chave : 428177, PRR: 3915746
Chave : 107111, PRR: 3915887
Chave : 569280, PRR: 3915999
Chave : 241460, PRR: 3916106
Chave : 456620, PRR: 3916208
Chave : 113883, PRR: 3916319
Chave : 604725, PRR: 3916429
Chave : 429927, PRR: 3916564
Chave : 470281, PRR: 3916674
Chave : 897479, PRR: 3916789
Chave : 829559, PRR: 3916893
Chave : 820422, PRR: 3916996
Chave : 580469, PRR: 3917100
Chave : 100123, PRR: 3917204
Chave : 455311, PRR: 3917308
Chave : 626249, PRR: 3917412
Chave : 678439, PRR: 3917517
Chave : 387478, PRR: 3917622
Chave : 282172, PRR: 3917727
Chave : 195544, PRR: 3917830
Chave : 551686, PRR: 3917939
Chave : 685989, PRR: 3918049
Chave : 111376, PRR: 3918190
Chave : 643889, PRR: 3918306
Chave : 578248, PRR: 3918414
Chave : 154758, PRR: 3918524
Chave : 674165, PRR: 3918635
Chave : 407441, PRR: 3918742
Chave : 532635, PRR: 3918853
Chave : 367598, PRR: 3918956
Chave : 845773, PRR: 3919054
Chave : 338128, PRR: 3919161
Chave : 483280, PRR: 3919264
Chave : 137942, PRR: 3919367
Chave : 466145, PRR: 3919473
Chave : 739455, PRR: 3919576
Chave : 565343, PRR: 3919683
Chave : 943984, PRR: 3919794
Chave : 719846, PRR: 3919903
Chave : 745943, PRR: 3920012
Chave : 749561, PRR: 3920113
Chave : 698034, PRR: 3920224
Chave : 363251, PRR: 3920328
Chave : 886409, PRR: 3920431
Chave : 364220, PRR: 3920532
Chave : 558849, PRR: 3920637
Chave : 863924, PRR: 3920738
Chave : 696640, PRR: 3920841
Chave : 261510, PRR: 3920949
Chave : 995153, PRR: 3921050
Chave : 677865, PRR: 3921161
Chave : 372569, PRR: 3921263
Chave : 955028, PRR: 3921368
Chave : 440630, PRR: 3921469
Chave : 836686, PRR: 3921573
Chave : 674745, PRR: 3921677
Chave : 249449, PRR: 3921789
Chave : 736851, PRR: 3921909
Chave : 925566, PRR: 3922021
Chave : 108969, PRR: 3922125
Chave : 958897, PRR: 3922229
Chave : 300195, PRR: 3922336
Chave : 299774, PRR: 3922440
Chave : 209960, PRR: 3922551
Chave : 511498, PRR: 3922662
Chave : 495748, PRR: 3922773
Chave : 713308, PRR: 3922890
Chave : 227172, PRR: 3922995
Chave : 879048, PRR: 3923100
Chave : 974665, PRR: 3923199
Chave : 971811, PRR: 3923304
Chave : 156305, PRR: 3923415
Chave : 801170, PRR: 3923553
Chave : 829080, PRR: 3923662
Chave : 882208, PRR: 3923772
Chave : 549238, PRR: 3923881
Chave : 646943, PRR: 3923984
Chave : 702705, PRR: 3924093
Chave : 329634, PRR: 3924206
Chave : 356939, PRR: 3924315
Chave : 921259, PRR: 3924425
Chave : 516720, PRR: 3924539
Chave : 777030, PRR: 3924658
Chave : 106904, PRR: 3924769
Chave : 300620, PRR: 3924889
Chave : 458505, PRR: 3925025
Chave : 903820, PRR: 3925136
Chave : 883848, PRR: 3925241
Chave : 614031, PRR: 3925346
Chave : 411474, PRR: 3925463
Chave : 293624, PRR: 3925566
Chave : 508548, PRR: 3925668
Chave : 979965, PRR: 3925794
Chave : 143433, PRR: 3925908
Chave : 904718, PRR: 3926013
Chave : 141164, PRR: 3926118
Chave : 595531, PRR: 3926223
Chave : 676689, PRR: 3926359
Chave : 176623, PRR: 3926467
Chave : 859359, PRR: 3926588
Chave : 304103, PRR: 3926715
Chave : 580262, PRR: 3926825
Chave : 534429, PRR: 3926925
Chave : 409078, PRR: 3927030
Chave : 947810, PRR: 3927141
Chave : 643878, PRR: 3927245
Chave : 395178, PRR: 3927349
Chave : 156610, PRR: 3927456
Chave : 969082, PRR: 3927560
Chave : 794045, PRR: 3927670
Chave : 610474, PRR: 3927777
Chave : 253544, PRR: 3927917
Chave : 751392, PRR: 3928038
Chave : 547694, PRR: 3928149
Chave : 514044, PRR: 3928296
Chave : 953176, PRR: 3928410
Chave : 446007, PRR: 3928521
Chave : 557229, PRR: 3928632
Chave : 574793, PRR: 3928747
Chave : 575397, PRR: 3928852
Chave : 551788, PRR: 3928957
Chave : 216369, PRR: 3929062
Chave : 193551, PRR: 3929187
Chave : 477082, PRR: 3929304
Chave : 672233, PRR: 3929412
Chave : 376374, PRR: 3929517
Chave : 644018, PRR: 3929633
Chave : 235769, PRR: 3929744
Chave : 712561, PRR: 3929861
Chave : 167918, PRR: 3929971
Chave : 127570, PRR: 3930107
Chave : 368351, PRR: 3930243
Chave : 682743, PRR: 3930379
Chave : 598942, PRR: 3930490
Chave : 463988, PRR: 3930622
Chave : 268975, PRR: 3930727
Chave : 338578, PRR: 3930833
Chave : 842293, PRR: 3930945
Chave : 861737, PRR: 3931062
Chave : 765614, PRR: 3931186
Chave : 554620, PRR: 3931297
Chave : 988526, PRR: 3931408
Chave : 419953, PRR: 3931516
Chave : 858915, PRR: 3931627
Chave : 826398, PRR: 3931738
Chave : 713870, PRR: 3931849
Chave : 877303, PRR: 3931962
Chave : 201604, PRR: 3932069
Chave : 137916, PRR: 3932174
Chave : 140972, PRR: 3932279
Chave : 777538, PRR: 3932383
Chave : 984270, PRR: 3932494
Chave : 753561, PRR: 3932611
Chave : 977794, PRR: 3932755
Chave : 523262, PRR: 3932879
Chave : 806981, PRR: 3933007
Chave : 632771, PRR: 3933115
Chave : 668924, PRR: 3933218
Chave : 468114, PRR: 3933329
Chave : 303570, PRR: 3933438
Chave : 596810, PRR: 3933554
Chave : 899186, PRR: 3933661
Chave : 400340, PRR: 3933774
Chave : 318127, PRR: 3933881
Chave : 787420, PRR: 3934022
Chave : 262136, PRR: 3934147
Chave : 132879, PRR: 3934260
Chave : 327362, PRR: 3934376
Chave : 467307, PRR: 3934490
Chave : 238427, PRR: 3934599
Chave : 596347, PRR: 3934707
Chave : 974310, PRR: 3934829
Chave : 301208, PRR: 3934951
Chave : 568816, PRR: 3935058
Chave : 775877, PRR: 3935185
Chave : 799687, PRR: 3935312
Chave : 134145, PRR: 3935436
Chave : 463637, PRR: 3935560
Chave : 708379, PRR: 3935684
Chave : 823185, PRR: 3935786
Chave : 978639, PRR: 3935897
Chave : 981947, PRR: 3936008
Chave : 637370, PRR: 3936117
Chave : 947699, PRR: 3936241
Chave : 407868, PRR: 3936347
Chave : 617944, PRR: 3936452
Chave : 770147, PRR: 3936557
Chave : 417541, PRR: 3936662
Chave : 507617, PRR: 3936770
Chave : 447980, PRR: 3936884
Chave : 435756, PRR: 3936995
Chave : 778024, PRR: 3937103
Chave : 236540, PRR: 3937208
Chave : 400741, PRR: 3937310
Chave : 874214, PRR: 3937413
Chave : 648367, PRR: 3937532
Chave : 884801, PRR: 3937656
Chave : 390881, PRR: 3937758
Chave : 634891, PRR: 3937866
Chave : 564330, PRR: 3937971
Chave : 897210, PRR: 3938093
Chave : 731325, PRR: 3938205
Chave : 494415, PRR: 3938316
Chave : 424538, PRR: 3938422
Chave : 987661, PRR: 3938532
Chave : 455654, PRR: 3938635
Chave : 434061, PRR: 3938740
Chave : 902328, PRR: 3938845
Chave : 444786, PRR: 3938950
Chave : 600425, PRR: 3939062
Chave : 541285, PRR: 3939176
Chave : 972034, PRR: 3939300
Chave : 662186, PRR: 3939424
Chave : 341083, PRR: 3939538
Chave : 202351, PRR: 3939649
Chave : 302043, PRR: 3939759
Chave : 447760, PRR: 3939862
Chave : 211212, PRR: 3939965
Chave : 853370, PRR: 3940071
Chave : 806678, PRR: 3940192
Chave : 444346, PRR: 3940295
Chave : 220516, PRR: 3940396
Chave : 796912, PRR: 3940498
Chave : 888249, PRR: 3940602
Chave : 333391, PRR: 3940706
Chave : 531968, PRR: 3940817
Chave : 409002, PRR: 3940926
Chave : 409155, PRR: 3941047
Chave : 403357, PRR: 3941151
Chave : 897639, PRR: 3941275
Chave : 223496, PRR: 3941386
Chave : 208997, PRR: 3941494
Chave : 696409, PRR: 3941599
Chave : 636447, PRR: 3941720
Chave : 701420, PRR: 3941831
Chave : 341244, PRR: 3941944
Chave : 908775, PRR: 3942074
Chave : 859460, PRR: 3942209
Chave : 733803, PRR: 3942334
Chave : 835458, PRR: 3942455
Chave : 655467, PRR: 3942573
